C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/26/2019,06:00:00,REGULAR,0004955938,0003063163                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/26/2019,10:00:00,REGULAR,0004955991,0003063559                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/26/2019,14:00:00,REGULAR,0004956186,0003063770                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/26/2019,18:00:00,REGULAR,0004956896,0003063925                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/26/2019,22:00:00,REGULAR,0004957436,0003064000                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/27/2019,02:00:00,REGULAR,0004957535,0003064015                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/27/2019,06:00:00,REGULAR,0004957541,0003064023                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/27/2019,10:00:00,REGULAR,0004957610,0003064357                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/27/2019,14:00:00,REGULAR,0004957828,0003064566                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/27/2019,18:00:00,REGULAR,0004958500,0003064741                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/27/2019,22:00:00,REGULAR,0004959018,0003064809                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/28/2019,02:00:00,REGULAR,0004959111,0003064828                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/28/2019,06:00:00,REGULAR,0004959113,0003064831                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/28/2019,10:00:00,REGULAR,0004959159,0003065214                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/28/2019,14:00:00,REGULAR,0004959346,0003065403                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/28/2019,18:00:00,REGULAR,0004960046,0003065575                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/28/2019,22:00:00,REGULAR,0004960552,0003065656                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/29/2019,02:00:00,REGULAR,0004960659,0003065684                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/29/2019,06:00:00,REGULAR,0004960662,0003065693                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/29/2019,10:00:00,REGULAR,0004960737,0003066021                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/29/2019,14:00:00,REGULAR,0004960968,0003066236                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/29/2019,18:00:00,REGULAR,0004961663,0003066434                                          
A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,03/29/2019,22:00:00,REGULAR,0004962086,0003066508                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/23/2019,02:00:00,REGULAR,0006092009,0016419271                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/23/2019,06:00:00,REGULAR,0006092010,0016419272                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/23/2019,10:00:00,REGULAR,0006092031,0016419316                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/23/2019,14:00:00,REGULAR,0006092098,0016419391                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/23/2019,18:00:00,REGULAR,0006092325,0016419469                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/23/2019,22:00:00,REGULAR,0006092504,0016419489                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/24/2019,02:00:00,REGULAR,0006092534,0016419494                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/24/2019,06:00:00,REGULAR,0006092539,0016419495                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/24/2019,10:00:00,REGULAR,0006092550,0016419524                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/24/2019,14:00:00,REGULAR,0006092605,0016419606                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/24/2019,18:00:00,REGULAR,0006092831,0016419661                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/24/2019,22:00:00,REGULAR,0006092975,0016419684                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/25/2019,02:00:00,REGULAR,0006093001,0016419688                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/25/2019,06:00:00,REGULAR,0006093002,0016419691                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/25/2019,10:00:00,REGULAR,0006093045,0016419931                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/25/2019,14:00:00,REGULAR,0006093184,0016420007                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/25/2019,18:00:00,REGULAR,0006093705,0016420077                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/25/2019,22:00:00,REGULAR,0006094054,0016420100                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/26/2019,02:00:00,REGULAR,0006094106,0016420104                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/26/2019,06:00:00,REGULAR,0006094111,0016420105                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/26/2019,10:00:00,REGULAR,0006094171,0016420340                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/26/2019,14:00:00,REGULAR,0006094313,0016420431                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/26/2019,18:00:00,REGULAR,0006094869,0016420505                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/26/2019,22:00:00,REGULAR,0006095259,0016420542                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/27/2019,02:00:00,REGULAR,0006095318,0016420546                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/27/2019,06:00:00,REGULAR,0006095318,0016420552                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/27/2019,10:00:00,REGULAR,0006095365,0016420776                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/27/2019,14:00:00,REGULAR,0006095521,0016420873                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/27/2019,18:00:00,REGULAR,0006096066,0016420955                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/27/2019,22:00:00,REGULAR,0006096453,0016420996                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/28/2019,02:00:00,REGULAR,0006096516,0016421004                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/28/2019,06:00:00,REGULAR,0006096520,0016421008                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/28/2019,10:00:00,REGULAR,0006096561,0016421236                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/28/2019,14:00:00,REGULAR,0006096723,0016421323                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/28/2019,18:00:00,REGULAR,0006097296,0016421406                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/28/2019,22:00:00,REGULAR,0006097651,0016421440                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/29/2019,02:00:00,REGULAR,0006097728,0016421446                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/29/2019,06:00:00,REGULAR,0006097729,0016421447                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/29/2019,10:00:00,REGULAR,0006097771,0016421653                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/29/2019,14:00:00,REGULAR,0006097930,0016421746                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/29/2019,18:00:00,REGULAR,0006098496,0016421835                                          
A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,03/29/2019,22:00:00,REGULAR,0006098798,0016421870                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/23/2019,02:00:00,REGULAR,0002918312,0001058040                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/23/2019,06:00:00,REGULAR,0002918314,0001058041                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/23/2019,10:00:00,REGULAR,0002918336,0001058095                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/23/2019,14:00:00,REGULAR,0002918401,0001058143                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/23/2019,18:00:00,REGULAR,0002918601,0001058179                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/23/2019,22:00:00,REGULAR,0002918727,0001058189                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/24/2019,02:00:00,REGULAR,0002918764,0001058193                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/24/2019,06:00:00,REGULAR,0002918766,0001058196                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/24/2019,10:00:00,REGULAR,0002918777,0001058214                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/24/2019,14:00:00,REGULAR,0002918821,0001058249                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/24/2019,18:00:00,REGULAR,0002919011,0001058289                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/24/2019,22:00:00,REGULAR,0002919133,0001058299                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/25/2019,02:00:00,REGULAR,0002919157,0001058301                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/25/2019,06:00:00,REGULAR,0002919157,0001058305                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/25/2019,10:00:00,REGULAR,0002919192,0001058498                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/25/2019,14:00:00,REGULAR,0002919303,0001058550                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/25/2019,18:00:00,REGULAR,0002919744,0001058586                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/25/2019,22:00:00,REGULAR,0002920055,0001058597                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/26/2019,02:00:00,REGULAR,0002920102,0001058599                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/26/2019,06:00:00,REGULAR,0002920103,0001058602                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/26/2019,10:00:00,REGULAR,0002920141,0001058815                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/26/2019,14:00:00,REGULAR,0002920259,0001058884                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/26/2019,18:00:00,REGULAR,0002920721,0001058941                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/26/2019,22:00:00,REGULAR,0002921038,0001058955                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/27/2019,02:00:00,REGULAR,0002921091,0001058960                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/27/2019,06:00:00,REGULAR,0002921094,0001058964                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/27/2019,10:00:00,REGULAR,0002921114,0001059163                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/27/2019,14:00:00,REGULAR,0002921269,0001059219                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/27/2019,18:00:00,REGULAR,0002921738,0001059281                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/27/2019,22:00:00,REGULAR,0002922016,0001059302                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/28/2019,02:00:00,REGULAR,0002922084,0001059306                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/28/2019,06:00:00,REGULAR,0002922086,0001059308                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/28/2019,10:00:00,REGULAR,0002922124,0001059504                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/28/2019,14:00:00,REGULAR,0002922252,0001059581                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/28/2019,18:00:00,REGULAR,0002922755,0001059642                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/28/2019,22:00:00,REGULAR,0002923073,0001059659                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/29/2019,02:00:00,REGULAR,0002923143,0001059665                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/29/2019,06:00:00,REGULAR,0002923143,0001059671                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/29/2019,10:00:00,REGULAR,0002923171,0001059862                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/29/2019,14:00:00,REGULAR,0002923285,0001059927                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/29/2019,18:00:00,REGULAR,0002923735,0001059993                                          
A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,03/29/2019,22:00:00,REGULAR,0002923983,0001060013                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/23/2019,02:00:00,REGULAR,0007601621,0003308549                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/23/2019,06:00:00,REGULAR,0007601625,0003308551                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/23/2019,10:00:00,REGULAR,0007601642,0003308580                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/23/2019,14:00:00,REGULAR,0007601708,0003308629                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/23/2019,18:00:00,REGULAR,0007601896,0003308663                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/23/2019,22:00:00,REGULAR,0007602006,0003308673                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/24/2019,02:00:00,REGULAR,0007602034,0003308679                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/24/2019,06:00:00,REGULAR,0007602035,0003308682                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/24/2019,10:00:00,REGULAR,0007602046,0003308695                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/24/2019,14:00:00,REGULAR,0007602103,0003308742                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/24/2019,18:00:00,REGULAR,0007602291,0003308778                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/24/2019,22:00:00,REGULAR,0007602407,0003308790                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/25/2019,02:00:00,REGULAR,0007602422,0003308791                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/25/2019,06:00:00,REGULAR,0007602425,0003308799                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/25/2019,10:00:00,REGULAR,0007602477,0003308967                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/25/2019,14:00:00,REGULAR,0007602579,0003309018                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/25/2019,18:00:00,REGULAR,0007602977,0003309064                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/25/2019,22:00:00,REGULAR,0007603233,0003309091                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/26/2019,02:00:00,REGULAR,0007603262,0003309093                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/26/2019,06:00:00,REGULAR,0007603266,0003309100                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/26/2019,10:00:00,REGULAR,0007603309,0003309285                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/26/2019,14:00:00,REGULAR,0007603419,0003309346                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/26/2019,18:00:00,REGULAR,0007603837,0003309414                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/26/2019,22:00:00,REGULAR,0007604106,0003309427                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/27/2019,02:00:00,REGULAR,0007604153,0003309430                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/27/2019,06:00:00,REGULAR,0007604160,0003309433                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/27/2019,10:00:00,REGULAR,0007604192,0003309616                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/27/2019,14:00:00,REGULAR,0007604298,0003309680                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/27/2019,18:00:00,REGULAR,0007604744,0003309733                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/27/2019,22:00:00,REGULAR,0007605014,0003309763                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/28/2019,02:00:00,REGULAR,0007605064,0003309767                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/28/2019,06:00:00,REGULAR,0007605069,0003309775                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/28/2019,10:00:00,REGULAR,0007605108,0003309997                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/28/2019,14:00:00,REGULAR,0007605195,0003310069                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/28/2019,18:00:00,REGULAR,0007605661,0003310132                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/28/2019,22:00:00,REGULAR,0007605934,0003310151                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/29/2019,02:00:00,REGULAR,0007605986,0003310156                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/29/2019,06:00:00,REGULAR,0007605992,0003310163                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/29/2019,10:00:00,REGULAR,0007606017,0003310345                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/29/2019,14:00:00,REGULAR,0007606134,0003310401                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/29/2019,18:00:00,REGULAR,0007606590,0003310483                                          
A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,03/29/2019,22:00:00,REGULAR,0007606823,0003310496                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/23/2019,02:00:00,REGULAR,0009054259,0003961021                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/23/2019,06:00:00,REGULAR,0009054260,0003961022                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/23/2019,10:00:00,REGULAR,0009054278,0003961054                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/23/2019,14:00:00,REGULAR,0009054388,0003961106                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/23/2019,18:00:00,REGULAR,0009054666,0003961156                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/23/2019,22:00:00,REGULAR,0009054831,0003961171                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/24/2019,02:00:00,REGULAR,0009054849,0003961173                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/24/2019,06:00:00,REGULAR,0009054851,0003961174                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/24/2019,10:00:00,REGULAR,0009054858,0003961187                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/24/2019,14:00:00,REGULAR,0009054951,0003961243                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/24/2019,18:00:00,REGULAR,0009055228,0003961307                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/24/2019,22:00:00,REGULAR,0009055349,0003961312                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/25/2019,02:00:00,REGULAR,0009055359,0003961315                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/25/2019,06:00:00,REGULAR,0009055359,0003961317                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/25/2019,10:00:00,REGULAR,0009055413,0003961519                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/25/2019,14:00:00,REGULAR,0009055547,0003961587                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/25/2019,18:00:00,REGULAR,0009056108,0003961676                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/25/2019,22:00:00,REGULAR,0009056438,0003961694                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/26/2019,02:00:00,REGULAR,0009056466,0003961699                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/26/2019,06:00:00,REGULAR,0009056466,0003961701                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/26/2019,10:00:00,REGULAR,0009056527,0003961935                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/26/2019,14:00:00,REGULAR,0009056682,0003962013                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/26/2019,18:00:00,REGULAR,0009057301,0003962109                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/26/2019,22:00:00,REGULAR,0009057626,0003962127                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/27/2019,02:00:00,REGULAR,0009057651,0003962130                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/27/2019,06:00:00,REGULAR,0009057651,0003962131                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/27/2019,10:00:00,REGULAR,0009057706,0003962369                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/27/2019,14:00:00,REGULAR,0009057867,0003962448                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/27/2019,18:00:00,REGULAR,0009058512,0003962550                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/27/2019,22:00:00,REGULAR,0009058892,0003962575                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/28/2019,02:00:00,REGULAR,0009058920,0003962578                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/28/2019,06:00:00,REGULAR,0009058920,0003962585                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/28/2019,10:00:00,REGULAR,0009058972,0003962794                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/28/2019,14:00:00,REGULAR,0009059110,0003962872                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/28/2019,18:00:00,REGULAR,0009059755,0003962958                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/28/2019,22:00:00,REGULAR,0009060143,0003962981                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/29/2019,02:00:00,REGULAR,0009060182,0003962984                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/29/2019,06:00:00,REGULAR,0009060182,0003962985                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/29/2019,10:00:00,REGULAR,0009060224,0003963199                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/29/2019,14:00:00,REGULAR,0009060370,0003963280                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/29/2019,18:00:00,REGULAR,0009061020,0003963365                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,03/29/2019,22:00:00,REGULAR,0009061327,0003963388                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/23/2019,02:00:00,REGULAR,0000092400,0000048340                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/23/2019,06:00:00,REGULAR,0000092401,0000048343                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/23/2019,10:00:00,REGULAR,0000092420,0000048449                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/23/2019,14:00:00,REGULAR,0000092566,0000048587                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/23/2019,18:00:00,REGULAR,0000092918,0000048681                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/23/2019,22:00:00,REGULAR,0000093126,0000048718                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/24/2019,02:00:00,REGULAR,0000093162,0000048723                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/24/2019,06:00:00,REGULAR,0000093168,0000048723                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/24/2019,10:00:00,REGULAR,0000093188,0000048788                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/24/2019,14:00:00,REGULAR,0000093331,0000048912                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/24/2019,18:00:00,REGULAR,0000093694,0000049011                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/24/2019,22:00:00,REGULAR,0000093867,0000049023                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/25/2019,02:00:00,REGULAR,0000093889,0000049025                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/25/2019,06:00:00,REGULAR,0000093891,0000049034                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/25/2019,10:00:00,REGULAR,0000093961,0000049526                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/25/2019,14:00:00,REGULAR,0000094165,0000049678                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/25/2019,18:00:00,REGULAR,0000094916,0000049788                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/25/2019,22:00:00,REGULAR,0000095373,0000049811                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/26/2019,02:00:00,REGULAR,0000095419,0000049816                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/26/2019,06:00:00,REGULAR,0000095421,0000049831                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/26/2019,10:00:00,REGULAR,0000095496,0000050396                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/26/2019,14:00:00,REGULAR,0000095736,0000050584                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/26/2019,18:00:00,REGULAR,0000096606,0000050710                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/26/2019,22:00:00,REGULAR,0000097096,0000050745                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/27/2019,02:00:00,REGULAR,0000097148,0000050751                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/27/2019,06:00:00,REGULAR,0000097149,0000050762                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/27/2019,10:00:00,REGULAR,0000097233,0000051294                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/27/2019,14:00:00,REGULAR,0000097478,0000051453                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/27/2019,18:00:00,REGULAR,0000098249,0000051565                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,03/27/2019,22:00:00,REGULAR,0000098715,0000051600                                          
